id,user_id,stripe_customer_id,created_at,updated_at
6020bfc8-3cd9-4ca7-8257-99ceae2fcc33,ef437f47-040e-410b-a1b9-84004b850c8f,cus_RTkBHClQ0xABQz,2024-12-27 23:11:47.96384+00,2024-12-27 23:11:47.96384+00
